,participant,valence_diff,arousal_diff,mood_valence,mood_arousal,age,race,gender,key
6594,175,1.9667774086378735,0.0531561461794019,0.0,-2.0,24,Caucasian (or White),Male,0
6595,42,-1.0564784053156149,0.6943521594684383,2.0,1.0,61,Caucasian (or White),Female,1
6596,198,0.2857142857142856,-0.8970099667774085,1.0,0.0,31,Asian American (or Pacific Islander),Female,1
6597,170,1.146179401993355,-0.4784053156146179,0.0,0.0,48,Caucasian (or White),Male,0
6598,101,1.106312292358804,-0.1328903654485049,0.0,-1.0,27,Caucasian (or White),Female,0
6599,159,-0.8172757475083055,0.3588039867109636,-2.0,-2.0,48,Caucasian (or White),Male,0
6600,258,-0.4451827242524917,-0.6578073089700998,0.0,0.0,75,African,Male,0
6601,31,1.6544850498338868,-0.2657807308970099,1.0,0.0,25,Caucasian (or White),Female,1
6602,64,0.5282392026578075,1.0265780730897012,-2.0,1.0,21,Asian American (or Pacific Islander),Male,0
6603,183,0.6079734219269102,-0.1196013289036548,2.0,2.0,62,Caucasian (or White),Male,0
6604,245,0.6378737541528241,-0.1993355481727574,0.0,0.0,53,African American (or Black),Male,1
6605,128,0.5747508305647839,-0.6378737541528241,1.0,0.0,32,Caucasian (or White),Female,0
6606,140,1.7408637873754151,-0.9900332225913622,0.0,0.0,70,Caucasian (or White),Female,1
6607,289,-0.6976744186046511,-0.7109634551495017,0.0,0.0,47,African American (or Black),Female,1
6608,234,0.6345514950166113,0.9734219269102992,0.0,0.0,48,Caucasian (or White),Male,1
6609,215,1.7873754152823915,-1.382059800664452,-1.0,-1.0,42,African American (or Black),Female,0
6610,98,1.558139534883721,-0.176079734219269,0.0,0.0,54,Caucasian (or White),Female,0
6611,235,1.5614617940199331,-0.8803986710963456,1.0,1.0,66,Caucasian (or White),Male,0
6612,214,0.7441860465116279,-1.4651162790697674,-1.0,0.0,65,Caucasian (or White),Male,0
6613,144,-1.1196013289036548,0.2558139534883721,-1.0,-1.0,58,Caucasian (or White),Female,0
6614,83,0.7408637873754154,-1.485049833887043,1.0,1.0,23,Caucasian (or White),Male,0
6615,278,-0.9169435215946846,0.0265780730897007,-1.0,-1.0,55,Caucasian (or White),Male,0
6616,118,0.7375415282392024,-0.4916943521594685,0.0,1.0,59,Caucasian (or White),Female,0
6617,86,1.67109634551495,-1.7940199335548177,1.0,0.0,53,Caucasian (or White),Female,1
6618,199,-0.308970099667774,0.1661129568106312,1.0,0.0,55,Caucasian (or White),Male,0
6619,124,0.0697674418604652,-0.6345514950166113,0.0,1.0,36,Caucasian (or White),Male,1
6620,12,-1.617940199335548,0.7940199335548175,-1.0,1.0,20,African American (or Black),Female,1
6621,44,-0.5448504983388704,1.3488372093023258,-1.0,-1.0,55,Caucasian (or White),Male,0
6622,168,1.7176079734219267,-0.0963455149501659,2.0,0.0,23,African American (or Black),Male,0
6623,185,0.0531561461794019,0.4784053156146179,-1.0,-1.0,41,Caucasian (or White),Male,1
6624,184,1.053156146179402,0.2757475083056477,1.0,0.0,68,Caucasian (or White),Female,1
6625,132,-1.0265780730897012,0.1926910299003319,0.0,-1.0,31,Prefer not to answer,Male,0
6626,148,-1.7209302325581393,0.0863787375415281,-1.0,0.0,59,Hispanic American (or Latino),Female,1
6627,177,1.079734219269103,-0.4684385382059797,-2.0,1.0,60,Caucasian (or White),Male,1
6628,296,-1.558139534883721,-0.3056478405315617,0.0,-2.0,27,African American (or Black),Male,0
6629,158,-0.3388704318936879,-0.109634551495017,-2.0,0.0,44,African American (or Black),Male,0
6630,216,0.4318936877076411,0.5282392026578075,2.0,0.0,51,Caucasian (or White),Male,0
6631,285,-1.4385382059800662,0.2225913621262458,1.0,1.0,39,Caucasian (or White),Female,0
6632,207,0.7475083056478404,-0.2425249169435219,-1.0,0.0,66,Caucasian (or White),Male,0
6633,253,-0.3554817275747508,-0.1627906976744184,1.0,0.0,44,Asian American (or Pacific Islander),Male,1
6634,38,0.8770764119601329,1.1860465116279073,-2.0,-1.0,69,African American (or Black),Female,0
6635,51,1.697674418604651,-0.4385382059800662,0.0,-1.0,23,African American (or Black),Female,1
6636,3,-0.6976744186046511,-1.2591362126245849,0.0,-1.0,24,Mixed race or ethnicity,Female,0
6637,73,-0.352159468438538,0.6478405315614619,0.0,0.0,66,Caucasian (or White),Male,0
6638,78,0.7475083056478407,0.6378737541528241,-2.0,-2.0,24,Caucasian (or White),Female,0
6639,233,1.521594684385382,-0.5049833887043191,-1.0,0.0,65,Caucasian (or White),Male,0
6640,209,-1.016611295681063,0.2259136212624586,2.0,2.0,25,African American (or Black),Male,0
6641,214,-1.717607973421927,1.1794019933554818,-2.0,0.0,65,Caucasian (or White),Male,1
6642,194,1.2890365448504983,-1.2192691029900335,1.0,0.0,42,Caucasian (or White),Male,1
6643,106,0.5382059800664454,0.681063122923588,-1.0,-1.0,77,Caucasian (or White),Male,1
6644,143,0.1063122923588042,0.4352159468438539,2.0,1.0,60,Caucasian (or White),Male,1
6645,57,-0.8272425249169437,-0.1727574750830567,0.0,0.0,38,Caucasian (or White),Male,0
6646,89,-0.1229235880398671,-0.4119601328903655,1.0,1.0,40,Caucasian (or White),Female,1
6647,238,-0.7209302325581395,1.382059800664452,-1.0,-1.0,37,Hispanic American (or Latino),Female,1
6648,15,2.0963455149501664,-0.1794019933554818,0.0,1.0,47,Caucasian (or White),Female,1
6649,79,-0.5249169435215948,0.6445182724252492,1.0,2.0,29,Caucasian (or White),Male,1
6650,247,-1.2392026578073088,0.9601328903654488,-2.0,2.0,26,Caucasian (or White),Female,1
6651,25,-0.1495016611295683,0.4551495016611295,-1.0,-1.0,28,African American (or Black),Female,0
6652,107,0.2192691029900331,0.4684385382059801,1.0,1.0,55,Caucasian (or White),Female,1
6653,219,-0.1694352159468435,-0.2325581395348837,1.0,0.0,61,Caucasian (or White),Male,1
6654,266,0.9534883720930232,-0.7607973421926908,0.0,0.0,60,Caucasian (or White),Female,0
6655,300,0.8039867109634553,-0.4950166112956808,0.0,0.0,72,Caucasian (or White),Male,1
6656,150,-0.1561461794019933,0.6445182724252492,1.0,1.0,63,Caucasian (or White),Female,0
6657,181,-1.0199335548172757,0.9368770764119604,-2.0,-1.0,28,Caucasian (or White),Male,1
6658,207,-0.7774086378737541,-0.2392026578073087,0.0,1.0,66,Caucasian (or White),Male,0
6659,239,0.7740863787375414,-0.8338870431893688,1.0,1.0,58,Caucasian (or White),Male,0
6660,52,-1.219269102990033,0.6245847176079735,-1.0,0.0,23,Caucasian (or White),Female,1
6661,53,0.5880398671096345,-0.6179401993355484,0.0,0.0,60,Asian American (or Pacific Islander),Female,1
6662,249,-0.6976744186046511,-0.0631229235880401,-2.0,-1.0,52,African American (or Black),Male,1
6663,231,-2.0332225913621262,-0.4352159468438539,0.0,-1.0,25,Caucasian (or White),Male,1
6664,149,0.2225913621262458,0.0897009966777409,1.0,1.0,49,African American (or Black),Male,1
6665,99,-1.079734219269103,0.4684385382059797,2.0,2.0,56,Asian American (or Pacific Islander),Male,0
6666,218,-0.1993355481727574,0.0863787375415281,1.0,2.0,41,Caucasian (or White),Male,1
6667,228,0.4651162790697674,0.3953488372093026,0.0,0.0,30,Caucasian (or White),Female,0
6668,14,-0.5913621262458473,-0.4186046511627905,0.0,0.0,62,Caucasian (or White),Female,0
6669,23,0.2524916943521593,0.1794019933554818,-2.0,0.0,21,Caucasian (or White),Female,1
6670,226,0.1727574750830567,-0.6710963455149503,-1.0,-1.0,37,Caucasian (or White),Female,0
6671,28,-0.7973421926910298,1.169435215946844,0.0,0.0,44,Caucasian (or White),Female,1
6672,145,0.2624584717607974,-0.3554817275747508,1.0,1.0,27,Caucasian (or White),Male,0
6673,262,-0.6411960132890364,-0.3322259136212624,1.0,1.0,19,Caucasian (or White),Male,1
6674,217,0.7408637873754154,-1.485049833887043,1.0,-1.0,61,Caucasian (or White),Male,1
6675,35,1.146179401993355,-0.4784053156146179,-2.0,1.0,40,Caucasian (or White),Female,0
6676,119,-1.308970099667774,1.6345514950166111,-2.0,-1.0,67,African American (or Black),Female,0
6677,8,1.0764119601328903,-0.9933554817275744,-2.0,1.0,28,Asian American (or Pacific Islander),Female,1
6678,251,-0.1760797342192694,0.1993355481727574,0.0,0.0,56,Caucasian (or White),Female,1
6679,287,1.647840531561462,0.2657807308970099,0.0,0.0,61,Caucasian (or White),Male,1
6680,190,-0.687707641196013,0.8704318936877078,0.0,0.0,64,Caucasian (or White),Female,0
6681,156,-1.255813953488372,0.4883720930232558,2.0,1.0,69,Caucasian (or White),Female,1
6682,49,1.5780730897009967,-0.2259136212624586,-1.0,0.0,46,Caucasian (or White),Female,1
6683,276,-1.1295681063122922,0.6777408637873754,0.0,-1.0,43,Caucasian (or White),Female,1
6684,45,-1.053156146179402,-0.1428571428571432,0.0,0.0,65,Caucasian (or White),Female,0
6685,246,-0.750830564784053,0.6345514950166113,2.0,2.0,47,African American (or Black),Male,1
6686,165,-0.7740863787375414,0.9700996677740864,0.0,-2.0,34,Asian American (or Pacific Islander),Male,0
6687,72,0.6212624584717605,-1.0498338870431896,-2.0,-1.0,64,Caucasian (or White),Female,1
6688,27,-0.8073089700996678,1.3056478405315612,0.0,0.0,27,Caucasian (or White),Male,1
6689,253,-0.4551495016611295,-0.830564784053156,1.0,1.0,44,Asian American (or Pacific Islander),Male,0
6690,59,1.5780730897009967,-0.2259136212624586,2.0,1.0,30,Asian American (or Pacific Islander),Male,0
6691,211,-0.6112956810631229,0.9700996677740864,0.0,0.0,26,Caucasian (or White),Female,1
6692,183,0.2691029900332227,-0.3023255813953489,2.0,2.0,62,Caucasian (or White),Male,0
6693,256,0.3853820598006643,-0.0897009966777409,1.0,1.0,59,Hispanic American (or Latino),Female,0
6694,169,-1.5481727574750832,0.0166112956810633,1.0,1.0,49,African American (or Black),Male,0
6695,92,0.6777408637873754,-1.730897009966777,-2.0,0.0,64,Caucasian (or White),Female,0
6696,237,-0.1926910299003323,0.3023255813953489,2.0,2.0,61,Caucasian (or White),Male,0
6697,246,0.5880398671096345,-1.850498338870432,2.0,2.0,47,African American (or Black),Male,1
6698,82,1.1827242524916943,0.3289036544850501,0.0,-1.0,57,Asian American (or Pacific Islander),Male,0
6699,227,-1.960132890365448,-0.5813953488372094,0.0,-1.0,32,Caucasian (or White),Female,0
6700,175,-0.5182724252491697,0.2159468438538208,0.0,-2.0,24,Caucasian (or White),Male,0
6701,30,-2.0764119601328903,0.6112956810631229,-2.0,2.0,36,Caucasian (or White),Male,0
6702,199,1.0232558139534884,-0.7541528239202662,1.0,0.0,55,Caucasian (or White),Male,0
6703,158,-1.7242524916943522,-0.6013289036544851,-1.0,0.0,44,African American (or Black),Male,0
6704,171,0.0631229235880397,1.1893687707641196,2.0,1.0,62,Caucasian (or White),Male,1
6705,150,-1.232558139534884,-0.212624584717608,1.0,1.0,63,Caucasian (or White),Female,0
6706,122,-0.1993355481727574,-0.7375415282392028,-1.0,-1.0,48,Caucasian (or White),Male,0
6707,9,0.8372093023255816,0.1661129568106312,0.0,0.0,37,Caucasian (or White),Female,0
6708,14,-0.1727574750830567,0.6710963455149503,0.0,-1.0,62,Caucasian (or White),Female,0
6709,214,-0.1395348837209304,-0.1561461794019933,-1.0,1.0,65,Caucasian (or White),Male,0
6710,58,0.2259136212624586,0.3122923588039867,1.0,0.0,24,Caucasian (or White),Female,1
6711,162,0.4983388704318936,-0.5780730897009967,-1.0,2.0,59,African American (or Black),Male,1
6712,275,-0.0631229235880397,-1.1893687707641196,-2.0,-1.0,64,Caucasian (or White),Female,1
6713,36,0.0498338870431891,-0.940199335548173,2.0,0.0,49,Caucasian (or White),Female,0
6714,281,0.7209302325581395,-0.5913621262458468,0.0,0.0,35,African American (or Black),Female,1
6715,235,-0.7441860465116279,-0.1661129568106312,1.0,2.0,66,Caucasian (or White),Male,0
6716,209,-1.2757475083056478,0.6511627906976747,0.0,0.0,25,African American (or Black),Male,0
6717,61,-0.3820598006644515,0.7009966777408638,0.0,0.0,59,Caucasian (or White),Male,0
6718,234,1.0,1.0066445182724255,0.0,1.0,48,Caucasian (or White),Male,1
6719,126,-0.4318936877076411,-0.727574750830565,-2.0,1.0,24,African American (or Black),Male,0
6720,154,1.6877076411960132,-1.46843853820598,2.0,2.0,47,Caucasian (or White),Male,1
6721,33,1.2093023255813953,-0.5282392026578071,1.0,0.0,30,Caucasian (or White),Male,0
6722,253,-1.3554817275747508,1.116279069767442,1.0,0.0,44,Asian American (or Pacific Islander),Male,1
6723,136,1.7142857142857144,-0.3122923588039867,0.0,-1.0,57,African American (or Black),Female,1
6724,234,-1.7740863787375414,-0.2823920265780733,1.0,0.0,48,Caucasian (or White),Male,1
6725,103,-0.0166112956810633,-0.6611295681063125,0.0,-1.0,30,Caucasian (or White),Male,0
6726,207,-0.7641196013289038,0.0631229235880397,1.0,1.0,66,Caucasian (or White),Male,0
6727,108,0.1661129568106312,-0.2956810631229234,-2.0,-1.0,30,Caucasian (or White),Female,1
6728,287,0.3255813953488369,0.0930232558139536,0.0,0.0,61,Caucasian (or White),Male,0
6729,185,0.4219269102990033,1.1893687707641196,0.0,0.0,41,Caucasian (or White),Male,1
6730,125,0.830564784053156,-1.1727574750830565,0.0,0.0,32,Caucasian (or White),Male,0
6731,39,-0.3023255813953489,-0.9933554817275748,0.0,1.0,57,African American (or Black),Female,1
6732,218,-1.425249169435216,-0.5780730897009967,0.0,0.0,41,Caucasian (or White),Male,1
6733,67,0.5681063122923589,-0.7242524916943522,-2.0,1.0,57,Caucasian (or White),Female,1
6734,205,1.5714285714285712,-0.4385382059800662,-1.0,-1.0,84,Caucasian (or White),Male,1
6735,27,-1.485049833887043,-1.0033222591362128,0.0,0.0,27,Caucasian (or White),Male,0
6736,44,0.8006644518272426,-1.3189368770764118,-1.0,-1.0,55,Caucasian (or White),Male,1
6737,242,-0.3687707641196014,-1.0099667774086378,-2.0,-1.0,22,African American (or Black),Transgender,1
6738,121,1.2491694352159466,-1.551495016611296,0.0,0.0,49,Caucasian (or White),Female,1
6739,44,1.8803986710963456,-0.9700996677740864,-1.0,-1.0,55,Caucasian (or White),Male,1
6740,72,0.3388704318936879,0.514950166112957,-1.0,0.0,64,Caucasian (or White),Female,1
6741,31,-0.0697674418604652,-0.8936877076411962,1.0,1.0,25,Caucasian (or White),Female,1
6742,269,0.1328903654485049,0.0099667774086378,-2.0,1.0,35,Caucasian (or White),Female,1
6743,148,-1.9900332225913624,0.8405315614617943,-2.0,-1.0,59,Hispanic American (or Latino),Female,0
6744,40,0.687707641196013,-0.8704318936877078,0.0,-1.0,57,Caucasian (or White),Female,1
6745,275,0.687707641196013,-0.8704318936877078,-1.0,0.0,64,Caucasian (or White),Female,1
6746,9,-0.6245847176079735,0.6578073089700998,1.0,0.0,37,Caucasian (or White),Female,0
6747,293,-0.3023255813953489,-0.6279069767441858,-1.0,-1.0,36,Caucasian (or White),Male,1
6748,87,-0.9933554817275744,1.1063122923588038,0.0,0.0,30,Caucasian (or White),Female,1
6749,116,1.9036544850498336,0.1727574750830567,1.0,0.0,46,Caucasian (or White),Female,1
6750,141,-0.7043189368770766,-0.8870431893687707,-2.0,0.0,60,Caucasian (or White),Female,0
6751,95,0.8637873754152823,-0.7475083056478407,1.0,1.0,55,Caucasian (or White),Female,0
6752,215,0.3255813953488373,0.6578073089700998,-1.0,0.0,42,African American (or Black),Female,0
6753,296,1.255813953488372,-0.4883720930232558,0.0,-1.0,27,African American (or Black),Male,1
6754,162,-0.7408637873754154,1.485049833887043,-2.0,1.0,59,African American (or Black),Male,0
6755,35,1.8870431893687705,-0.3421926910299002,-2.0,1.0,40,Caucasian (or White),Female,1
6756,64,-1.0631229235880395,-0.7641196013289036,-1.0,0.0,21,Asian American (or Pacific Islander),Male,0
6757,287,-0.0166112956810629,-0.0265780730897007,0.0,0.0,61,Caucasian (or White),Male,0
6758,101,-1.285714285714286,0.913621262458472,0.0,-1.0,27,Caucasian (or White),Female,1
6759,26,0.2159468438538205,-0.043189368770764,-2.0,1.0,49,Caucasian (or White),Female,1
6760,294,1.3189368770764118,-0.7574750830564783,-2.0,-1.0,28,Asian American (or Pacific Islander),Male,0
6761,133,-0.5282392026578071,1.1395348837209305,-1.0,0.0,73,Caucasian (or White),Male,1
6762,38,-0.0199335548172756,0.2691029900332227,-2.0,-2.0,69,African American (or Black),Female,0
6763,98,-0.9900332225913622,0.0099667774086378,0.0,0.0,54,Caucasian (or White),Female,1
6764,279,0.7242524916943522,-1.1661129568106312,1.0,-1.0,66,Caucasian (or White),Female,1
6765,227,-0.9269102990033222,-0.0830564784053158,-1.0,0.0,32,Caucasian (or White),Female,1
6766,73,0.1196013289036548,-0.4352159468438534,2.0,2.0,66,Caucasian (or White),Male,0
6767,234,-2.368770764119601,1.0830564784053158,1.0,0.0,48,Caucasian (or White),Male,1
6768,169,-0.8006644518272426,1.1893687707641196,1.0,1.0,49,African American (or Black),Male,0
6769,207,-1.182724252491694,0.4451827242524917,1.0,0.0,66,Caucasian (or White),Male,0
6770,197,1.2890365448504983,1.1262458471760797,0.0,0.0,53,Caucasian (or White),Male,1
6771,61,-1.8272425249169435,1.0498338870431896,0.0,-1.0,59,Caucasian (or White),Male,0
6772,122,-0.2657807308970099,0.4651162790697674,0.0,0.0,48,Caucasian (or White),Male,0
6773,109,0.6677740863787376,-0.9169435215946846,2.0,1.0,49,Caucasian (or White),Male,1
6774,196,-0.1029900332225914,-0.0664451827242524,0.0,0.0,27,Caucasian (or White),Female,0
6775,196,0.2358803986710964,0.3421926910299007,0.0,0.0,27,Caucasian (or White),Female,1
6776,240,1.5249169435215946,-1.6777408637873754,2.0,1.0,54,Caucasian (or White),Male,1
6777,158,-0.1661129568106312,0.6578073089700998,-2.0,0.0,44,African American (or Black),Male,1
6778,201,0.1694352159468439,-0.2757475083056477,0.0,0.0,45,Prefer not to answer,Would prefer not to answer,1
6779,207,2.2857142857142856,-0.8372093023255816,1.0,1.0,66,Caucasian (or White),Male,1
6780,124,-0.9269102990033222,-0.1362126245847177,0.0,1.0,36,Caucasian (or White),Male,0
6781,291,1.960132890365448,0.5813953488372094,2.0,1.0,49,Hispanic,Female,1
6782,197,0.0697674418604648,-0.7774086378737541,1.0,0.0,53,Caucasian (or White),Male,0
6783,114,-0.1295681063122922,-1.4119601328903657,1.0,2.0,55,African American (or Black),Female,0
6784,160,0.2657807308970099,-0.4651162790697674,0.0,0.0,56,Caucasian (or White),Male,0
6785,243,0.9534883720930232,-0.7973421926910298,2.0,2.0,63,Caucasian (or White),Female,1
6786,244,0.9700996677740864,-1.1528239202657806,0.0,-1.0,18,Caucasian (or White),Male,0
6787,38,0.3654485049833886,-0.5880398671096345,-2.0,-1.0,69,African American (or Black),Female,1
6788,131,-0.3322259136212624,0.3787375415282392,-2.0,0.0,48,Caucasian (or White),Female,0
6789,225,1.611295681063123,-0.6677740863787376,0.0,0.0,60,Caucasian (or White),Male,0
6790,101,-0.0764119601328907,-0.8073089700996681,0.0,-1.0,27,Caucasian (or White),Female,1
6791,284,0.0664451827242524,0.2657807308970099,0.0,0.0,49,Caucasian (or White),Male,1
6792,204,0.9169435215946842,-1.212624584717608,-2.0,0.0,46,Caucasian (or White),Male,0
6793,227,-0.0531561461794019,-0.4784053156146179,-1.0,0.0,32,Caucasian (or White),Female,0
6794,245,-0.4186046511627905,0.830564784053156,-1.0,-1.0,53,African American (or Black),Male,0
6795,46,-1.4385382059800662,0.2225913621262458,-1.0,-1.0,22,Hispanic American (or Latino),Gender queer/Gender nonconforming,0
6796,119,1.3322259136212624,-0.116279069767442,-2.0,-1.0,67,African American (or Black),Female,1
6797,89,0.1229235880398671,-1.0332225913621262,1.0,1.0,40,Caucasian (or White),Female,0
6798,133,-0.2657807308970099,-0.1196013289036548,0.0,0.0,73,Caucasian (or White),Male,0
6799,235,-0.9235880398671096,1.5514950166112955,2.0,2.0,66,Caucasian (or White),Male,1
6800,160,-0.7408637873754154,1.485049833887043,0.0,0.0,56,Caucasian (or White),Male,1
6801,21,-0.006644518272425,-1.458471760797342,-1.0,-1.0,45,Caucasian (or White),Female,0
6802,299,1.5382059800664452,-1.0332225913621262,0.0,-2.0,32,African American (or Black),Male,0
6803,238,0.0631229235880397,0.2857142857142856,-1.0,-1.0,37,Hispanic American (or Latino),Female,1
